News_Data,Labelling
"PDIP Bongkar Fakta Lama Soal Kereta Cepat Whoosh, Sebut-Sebut Jokowi",0
Cerita Menteri Keuangan RI Dicegat Masuk Istana Gara-Gara Kijang Tua,0
IHSG Bisa Tergelincir di November! Polanya Mirip 2017 & 2021,0
Morgan Stanley Prediksi Harga Emas Bakal Tembus Segini,0
"Pesawat Airbus Mendarat Darurat, 15 Penumpang Dilarikan ke RS",-1
IHSG Bisa Tergelincir di November! Polanya Mirip 2017 & 2021,0
Peneliti Asing Ungkap Ada Ancaman Besar di Wilayah RI Ini,-1
Cerita Menteri Keuangan RI Dicegat Masuk Istana Gara-Gara Kijang Tua,0
"Pertama di Asia Tenggara, Telkomsel & OpenAI Rilis Paket ChatGPT Go",0
"Ada 6 Bank Bangkrut di RI, Ini Daftarnya",-1
"Wanita Ini Telah Hidup 116 Tahun, Rahasianya Bikin Kaget!",1
"Bukan AI, Para Raksasa Teknologi Panen Cuan dari Sini",0
"PDIP Bongkar Fakta Lama Soal Kereta Cepat Whoosh, Sebut-Sebut Jokowi",0
Mau Gaji Naik Tanpa Kuliah Lagi? Kuasai Skill Ini!,1
Era Baru Gaming Dimulai: AI Akan Kuasai Industri Bernilai Rp3.000 T,0
"PDIP Bongkar Fakta Lama Soal Kereta Cepat Whoosh, Sebut-Sebut Jokowi",0
Cerita Menteri Keuangan RI Dicegat Masuk Istana Gara-Gara Kijang Tua,0
IHSG Bisa Tergelincir di November! Polanya Mirip 2017 & 2021,0
Morgan Stanley Prediksi Harga Emas Bakal Tembus Segini,0
"Pesawat Airbus Mendarat Darurat, 15 Penumpang Dilarikan ke RS",-1
Ahli Gizi Jepang Beberkan 5 Buah Bisa Bikin Panjang Umur & Sehat,1
"Warren Buffett Mau Pamit dari Berkshire, Tinggalkan Uang Rp6.240 T",0
Megawati Bicara Soal Hubungannya dengan Presiden Prabowo,0
"Tingkatkan Kualitas Layanan, Pertamina Ajak Diskusi Komunitas Otomotif",1
"Presiden Korsel Minta Tolong Xi Jinping Soal Kim Jong-un, Bilang Gini",0
"Marak Orang Kaya Jepang Ambil Langkah ""Tabu"", Ekonomi Terancam Panas",0
Siap-Siap La Nina Datang. Begini Dampaknya di Musim Hujan RI,-1
"Termasuk Ikan Napoleon Bibir Tebal, Senjata Vitalitas Pria Ini Ada RI",0
"Mentan Amran-Ketua MPR Turun Sidak Kios Pupuk, Begini Hasil Temuannya",0
"2.817 Warga Korea Tewas Bunuh Diri Tahun 2024, Ini Umur-Penyebabnya",-1
"PDIP Bongkar Fakta Lama Soal Kereta Cepat Whoosh, Sebut-Sebut Jokowi",0
Cerita Menteri Keuangan RI Dicegat Masuk Istana Gara-Gara Kijang Tua,0
IHSG Bisa Tergelincir di November! Polanya Mirip 2017 & 2021,0
Morgan Stanley Prediksi Harga Emas Bakal Tembus Segini,0
"Pesawat Airbus Mendarat Darurat, 15 Penumpang Dilarikan ke RS",-1
"Magang Digaji Batch II Dibuka, Hampir 2.000 Perusahaan Ikut Daftar",1
Potret Demo Besar Ribuan Mahasiswa-Petani Naik Traktor Guncang Serbia,0
"RI Siaga 1! BMKG Ingatkan Ancaman Badai Mirip Seroja, La Nina OTW",-1
"Apa Itu Badai Melissa di Jamaika, Kenapa Bisa Picu Malapetaka Dahsyat?",0
"Megathrust Intai RI-Petaka Banjir Mengancam, Siapkan Tas Siaga Bencana",-1
"23 Juta Orang Nunggak, Berapa Iuran BPJS Kesehatan Berlaku 1 November?",-1
Kredit KB Bank Tumbuh Double Digit di Kuartal III-2025,1
"Dari AC Hingga Kulkas, Aneka Elektronik Banting Harga di Transmart",0
"Apa Itu Penyakit Gangguan Genetik MLD yang Harga Obatnya Rp70,5 M?",0
"Ada Masalah Apa Sampai Pengusaha-Buruh Mau Datang ""Bertemu"" Purbaya?",0
"PDIP Bongkar Fakta Lama Soal Kereta Cepat Whoosh, Sebut-Sebut Jokowi",0
Cerita Menteri Keuangan RI Dicegat Masuk Istana Gara-Gara Kijang Tua,0
IHSG Bisa Tergelincir di November! Polanya Mirip 2017 & 2021,0
Morgan Stanley Prediksi Harga Emas Bakal Tembus Segini,0
"Pesawat Airbus Mendarat Darurat, 15 Penumpang Dilarikan ke RS",-1
Peran Pendidikan Global dalam Transformasi Jakarta 2030,1
Video: Bankir Bongkar Jurus Jaga Kualitas Kredit - Nasib Kantor Cabang,0
"Badai PHK Ribuan Orang di Raksasa Teknologi Amazon, Meta-Microsoft",-1
"Siap-Siap Puncak Musim Hujan Dimulai, Ini Penjelasan Kepala BMKG",0
Siap Pergi Liburan! Koper Banting Harga di Transmart Full Day Sale,0
Peringatan Terbaru Kepala BMKG Ungkap Kapan La Nina Hantam RI,-1
"Menteri LH Keluarkan Keputusan Baru, Daerah Ini Resmi Darurat Sampah",-1
"Jamur Langka ""Truffle RI"" Ini Muncul Efek Petir, Harganya Rp4 Juta/Kg",0
Video: Jurus Asuransi Properti Manfaatkan Insentif Prabowo - Purbaya,0
"Sambut Bulan Baru, Saatnya Belanja di Transmart Full Day Sale",0
"PDIP Bongkar Fakta Lama Soal Kereta Cepat Whoosh, Sebut-Sebut Jokowi",0
Cerita Menteri Keuangan RI Dicegat Masuk Istana Gara-Gara Kijang Tua,0
IHSG Bisa Tergelincir di November! Polanya Mirip 2017 & 2021,0
Morgan Stanley Prediksi Harga Emas Bakal Tembus Segini,0
"Pesawat Airbus Mendarat Darurat, 15 Penumpang Dilarikan ke RS",-1
Obama Kritik Tajam Trump: Negara Kita Sedang di Masa yang Cukup Gelap,-1
Permasalahan TKA dan Jalan Tengahnya,0
Video: Prabowo dan Presiden Korsel Lee Jae Sepakat Perkuat Kerjasama Militer,0
"Operasi Atasi Balap Liar, Kakorlantas: Penyitaan Kendaraan Langkah Terakhir",0
Arahan Kakorlantas Cegah Balap Liar: Polantas Patroli di Malam-Dini Hari,0
Partai PRIMA Dukung 'Anti-Serakahnomics' Prabowo ke Pemimpin Dunia,0
Video: Warga Tak Masalah Nama Tanggul Baswedan Diganti Jadi Pramono,0
"Israel Serang Lebanon, 4 Orang Tewas",-1
Raja Keraton Solo Pakubuwono XIII Tutup Usia,0
"Orkes Dangdut Meriahkan CFD Bundaran HI, Warga Olahraga Sambil Joget Bareng",0
Video Saat Megawati Bilang Akrab dengan Prabowo: Jangan Anda Coba-coba!,0
Papan Nama Miring Pasar Barito,0
"Kemensos Gelar November Run, Ribuan Peserta Lari Bareng Mensos-Seskab Teddy",1
"Dekatkan Golkar dan Rakyat, SOKSI Bagikan Sembako ke Sopir Ojek di Jakarta",1
"Cerita Warga Ajak Keluarga ke CFD Depok: Jujur, Tujuan Utamanya Jajan",0
"Video Terpopuler Sepekan: Whoosh Masuk Radar KPK, Biaya Haji Turun Rp 2 Juta",0
Pupuk Kaltim Raih Predikat Tertinggi Indonesia Responsible Care Award,1
Segudang Strategi Pemprov Antisipasi Banjir yang Ancam Jakarta,1
Serakahnomics Dibawa Prabowo ke Level Asia Pasifik,0
Lestari Moerdijat Dorong Perempuan Kuasai Pertanian Ramah Lingkungan,1
Fraksi Gerindra Segera Aktifkan Sara di DPR Lagi: Biar Tak Ada Kekosongan,0
Merawat Budaya Depok Lewat Goresan Batik,1
"7 Ha Lahan di Rohil Terbakar gara-gara Puntung Rokok, Pelaku Ditangkap",-1
Nasib Berbeda Onad dan Istri Usai Diamankan Terkait Narkoba,0
"Dekontaminasi Radiasi di Cikande Ditarget Beres Pekan Depan, Warga Bisa Pulang",0
"Video: Kecelakaan di Tanjakan Cae Sumedang, 3 Orang Tewas",-1
Karung Pasir Tak Kuasa Tahan Luapan Jebolnya Tanggul Baswedan,-1
"Onad Menunduk Saat Diperiksa, Mengaku Menyesal Pakai Narkoba",0
Pesan Jokowi Lewat Video Usai Batal ke Kongres Projo,0
Video Umrah Mandiri Vs Travel: Mau Praktis atau Taktis?,0
"Bupati Sudewo Lolos Pemakzulan, Kemendagri Wanti-wanti Hal Ini",0
Tersisa Cerita Perjuangan Tembus Macet Panjang Gara-gara Banjir Kemang,-1
Awal Mula Polisi Bongkar Kasus Narkoba yang Jerat Onad,0
Trump Ancam Aksi Militer di Nigeria Terkait Pembunuhan Umat Kristen,0
Terbuka Sudah Harta Karun Firaun Muda,0
"Gempa M 4,9 Guncang Meulaboh Aceh Barat",-1
"Prakiraan Cuaca Jakarta: Jakpus, Jakbar dan Jaksel Hujan Riang Siang Ini",0
"Hendak Usir Tentara Rusia, Ukraina Kirim Pasukan Khusus ke Pokrovsk",0
"Truk Tangki BBM Terbakar Usai Terguling di Cianjur, Pos Polisi-Ruko Hangus",-1
"Tanah Longsor Terjang Kenya, 21 Orang Tewas- 30 Lainnya Masih Hilang",-1
Dirjen Hubdat Cek Terminal hingga Jalan Rawan Laka Serentak 7 November,0
"Tambang Emas Ilegal di Kampar Ditindak Tegas, 7 Rakit PETI Disita Polisi",0
"Bareskrim Gerebek Tambang Ilegal di Lereng Merapi, Omzet Capai Rp 3 T",1
Sejarawan soal Usul Soeharto Pahlawan: Seperti Beri Nobel Perdamaian ke Trump,0
"Wujudkan Green Policing, Polres Rohul Tanam Pohon Serentak di 22 Lokasi",0
"Tanam Peduli Lingkungan Sejak Dini, Polisi Edukasi Green Policing di TK Dumai",1
Ketua Komisi XI DPR Dorong Masyarakat Bantu Pembangunan Nasional,1
"Polisi di Kota Tangerang Berbagi Sembako, Ajak Warga Jaga Kamtibmas",1
Video Kapan Puncak Musim Hujan di Indonesia? Ini Kata BMKG,0
Ketua KNPI Apresiasi Presiden Korsel Bahas Konferensi Asia-Afrika di KTT APEC,0
Jawaban Singkat Trump soal Desas-desus AS Serang Venezuela,0
"Video Polisi Gerebek Tambang Ilegal di Lereng Merapi, Rugikan Negara Rp 3 T",0
"Kelompok Bersenjata Tembaki Rumah-rumah di Yunani, 2 Orang Tewas",-1
"Video: Pemasok Narkoba ke Onad Ditangkap, Ini Barbuk yang Disita Polisi",0
"Danrem Wira Bima Tanam Pohon di Polres Siak, Dukung Green Policing",1
"Megawati: Saya sama Mas Bowo Akrab, Jangan Anda Coba-coba!",0
Video: Heboh Wanita Naik Motor Tanpa Helm Masuk Tol Cikampek,0
"Video Budi Arie: Projo Tak Akan Jadi Partai, Bakal Ganti Logo Jokowi",0
Video: Respons Dasco Setelah Budi Arie Beri Sinyal Gabung Gerindra,0
"Wamentrans Sebut Transmigran Dapat HPL 1-2 Hektare, Ini Tujuannya",0
"Video Ada Konser BLACKPINK-HYDE, Ini Pantauan Lalin Jalan Asia Afrika",0
Alasan di Balik Tak Ada Ponsel di Genggaman Megawati,0
"Hampir Ditabrak Mobil, 2 Orang di Jakut Malah Dikeroyok Sopir dan Penumpang",-1
Petaka bagi Onad yang Positif Narkoba,0
"Ngerinya Tabrakan di Bekasi, Kepala Truk Sampai Gepeng Usai Kecelakaan",-1
"Banjir Rendam 895 Rumah di Rowokangkung, Lumajang, Pemkab Salurkan Bantuan",-1
"Dinilai Sukses Sinergikan Pusat-Daerah, Tito Raih CNN Indonesia Awards 2025",1
"Polemik Utang Whoosh, Hasto Sebut PDIP Sudah 3 Kali Ingatkan Jokowi",-1
"Resmikan Gedung SPPG di Baubau, Bima Arya Tegaskan Dua Target Utama MBG",0
Program KAS PAM Jaya untuk Biaya Flat Murah Air bagi RTSS : Hemat & Efisien,1
Video Prabowo Tiba di RI Setelah Selesai Menghadiri KTT APEC di Korsel,0
HNW Kecam Keras Anggota Kongres AS soal Pencaplokan Kompleks Al-Aqsa,0
Video Budi Arie Persilakan Penegak Hukum Periksa Whoosh,0
Anak 6 Tahun di Bekasi Tewas Disengat Tawon,-1
Penjual Jas Hujan 'Banjir' Rezeki di Konser BLACKPINK,1
"Jelang Hari Pahlawan, Mensos Doa Bersama Komunitas Pemulung Bantargebang",0
Pemasok Narkoba ke Onad Ditangkap!,0
"Iseng Berujung Cuan, Mina-Sinci Buka Jasa Kepang Rambut di Konser BLACKPINK",0
"Jalani Tes Urine, Teman Onadio Leonardo yang Ditangkap Juga Positif Narkoba",-1
Megawati Minta Hati-hati Beri Gelar Pahlawan: Jangan Gampang Dong!,0
Israel Bilang 3 Jasad yang Diserahkan Hamas Bukan Sandera,0
Video Budi Arie Arahkan Kader Projo Dukung MBG-Sekolah Rakyat,0
"Sempat Hilang, ABK di Jakut Ditemukan Tewas Tenggelam",-1
Prabowo Tiba di Halim Usai Hadiri KTT APEC di Korsel,0
Yordania-Jerman Tegaskan Pasukan Internasional di Gaza Perlu Mandat PBB,0
"Tindak Tegas Online Scam, Satgas Siber PMJ Blokir Ribuan Situs-Rekening Ilegal",0
"3 Hari Kebanjiran, Warga Jati Padang Mulai Alami Gatal hingga Diare",-1
Anti Scam Center Polda Metro Bisa Blokir Rekening Penipu Cuma 15 Menit!,1
5 Berita Terpopuler Internasional Hari Ini,0
"Tangani Masalah Lansia, Kemensos Gelar Pelatihan Care Economy di Sulsel",1
Video: Pria di Riau Dibunuh Teman-Dikubur Pakai Terpal gegara Masalah WiFi,-1
Kemensos Salurkan Santunan Korban Robohnya Atap Ponpes di Situbondo,1
"Rumah Jebol Diterjang Banjir, Warga di Jati Padang Tak Berani Tidur di Rumah",-1
Wamentrans Viva Sampaikan 4 Amanat Prabowo untuk Transmigran,0
"Hendak Antar Anak Sekolah, Warga Temukan Mayat Pria di Pinggir Kali Jakbar",-1
Video: Ketua RW Jelaskan Asal Mula Nama Tanggul Baswedan di Jati Padang,0
"Logo Projo Tak Lagi Jokowi, Ini Bocorannya",0
Kapolda Riau: Hulubalang Garda Terdepan Penjaga Adat dan Pelindung Alam,0
"Budi Arie Ungkap Rencana Gabung Gerindra, Dasco: Saya Belum Dengar",0
Megawati Tawarkan Pancasila Jadi Etika Global,1
"Viral Tenaga Kerja Asing Tewas Dikeroyok, PT IMIP Buka Suara",-1
"Pendidikan Politik Digital untuk Gen Z, Kritis dan Cerdas di Medsos!",1
"Heboh Isu Penculikan Anak di Flores, Polisi Pastikan Hoax",0
Hoax Pembatasan Isi BBM dan Larangan buat Penunggak Pajak,-1
Duduk Perkara Heboh 'Pocong' di Bekasi Usai Warga Hilang Uang,0
"Viral Narasi 11 Orang Meninggal di Jabar Akibat Keracunan MBG, BGN Pastikan Hoax",0
"Diisukan Meninggal, Andre Taulany Boyong Para Sahabat Untuk Makan Bersama",0
Potret Model Only Fans Jadi Korban Hoax Disebut Pacar Baru Gerard Pique,0
Parah! Akun Twitter Palsu Centang Biru Bikin Resah,-1
Momen Hangat Wendi Cagur Saat Santap Bareng Keluarga,0
Potret Politikus PDIP yang Laporkan Hoax 'Megawati Meninggal',0
"Viral Kendaraan Pajak Mati Tak Boleh Isi BBM, Wakapolda Metro: Hoax!",0
"Viral Foto Truk Tangki Pertamina Isi BBM di SPBU Shell, Dipastikan Hoax",0
Fakta di Balik Video Viral Pajak Kendaraan Mati Dilarang Beli BBM,0
Petinggi FIFA Jadi Korban Hoaks Soal Erick Thohir Rangkap Jabatan,0
"PKS Setuju 1 Orang 1 Akun di Tiap Medsos, Harap Minimalkan Hoax",0
"Hoax Seret Nama Maharani Kemala, Suami Tempuh Jalur Hukum",0
Awas Hoax! Eko Patrio Minta Masyarakat Gak Termakan Isu Bohong Tentangnya,0
Fakta 'Black Mamba' di Rumah Ahmad Sahroni yang Ternyata Hoax,0
"Viral Narasi Mobil Dijarah Usai Tertabrak KA di Kendal, Ini Faktanya",0
Jangan Tertipu! Akun TikTok @lokercpns7 Sebar Hoax 'Pendaftaran CPNS Imigrasi',-1
"Diisukan Meninggal, Andre Taulany Boyong Para Sahabat Untuk Makan Bersama",0
Potret Model Only Fans Jadi Korban Hoax Disebut Pacar Baru Gerard Pique,0
Parah! Akun Twitter Palsu Centang Biru Bikin Resah,-1
Momen Hangat Wendi Cagur Saat Santap Bareng Keluarga,1
Potret Politikus PDIP yang Laporkan Hoax 'Megawati Meninggal',0
"Viral Kabar Pemutihan Utang Pinjol, OJK Bilang Begini",0
Kabar Hoax Demo Hari Ini: Atrium Senen Dijarah-Pendemo Masuk Mal,0
"Video 'Massa Masuk Mal Atrium' Hoax, Polisi Imbau Warga Tak Terprovokasi",0
Hoax! Influencer Bikin Konten Settingan Roti Kari Isi Paha Ayam Utuh,0
Polisi Bantah Kabar Korban Tewas Saat Ricuh Usai Laga PSIM Vs Persib: Hoax!,-1
Polisi Usut Akun WA Umar Hamkan soal Hoax Surat Izin PDAM Bayar Rp 10 Ribu,0
Kronologi Akun WA Umar Hamkan Diduga Sebar Hoax Surat Izin Bayar Rp 10 Ribu,0
PDAM Makassar Polisikan Pemilik Akun WA Umar Hamkan soal Hoax Surat Izin Rp 10 Ribu,0
"Puskesmas di Karawang Diviralkan Rusak Akibat Gempa, BNPB Ungkap Faktanya",0
"Video Sri Mulyani Kena Deepfake, Ini Pernyataan Aslinya soal Guru-Dosen",0
"Diisukan Meninggal, Andre Taulany Boyong Para Sahabat Untuk Makan Bersama",0
Potret Model Only Fans Jadi Korban Hoax Disebut Pacar Baru Gerard Pique,0
Parah! Akun Twitter Palsu Centang Biru Bikin Resah,-1
Momen Hangat Wendi Cagur Saat Santap Bareng Keluarga,1
Potret Politikus PDIP yang Laporkan Hoax 'Megawati Meninggal',0
"Video Sri Mulyani Sebut Guru Beban Negara Viral, Begini Kronologi-Klarifikasi dari Kemenkeu",0
Pernyataan Sri Mulyani Tentang Gaji Guru yang Diviralkan Jadi Beban Negara,0
"Viral Sri Mulyani Sebut Guru Beban Negara, Kemenkeu Langsung Bantah",0
"2 Polisi Tewas Saat Amankan Demo Pati Hoaks, Begini Faktanya",0
Ada Hoax Gibran Disebut Klarifikasi Janji 19 Juta Lapangan Kerja,0
Tentang Jessica Radcliffe yang Dinarasikan Tewas Diserang Paus Orca,0
"Jessica Radcliffe Tewas Diserang Paus Orca Ternyata Hoax, Ini Faktanya",0
"Viral Jessica Radcliffe Tewas Diserang Paus Orca, Ternyata Hoax Bikinan AI",0
Irjen Karyoto Lacak Penyebar Hoax Sebut Dirinya Marah ke Kapolri,0
"Isu Teh Pucuk Harum Mengandung Pengawet & Pemanis Buatan, Komdigi: Hoax",0
"Diisukan Meninggal, Andre Taulany Boyong Para Sahabat Untuk Makan Bersama",0
Potret Model Only Fans Jadi Korban Hoax Disebut Pacar Baru Gerard Pique,0
Parah! Akun Twitter Palsu Centang Biru Bikin Resah,-1
Momen Hangat Wendi Cagur Saat Santap Bareng Keluarga,1
Potret Politikus PDIP yang Laporkan Hoax 'Megawati Meninggal',0
"Gibran Bilang Banyak Hoax soal IKN, Langsung Beberkan Fakta Ini",0
"Jokowi Disebut Kritis di Rumah Sakit, Ajudan Ungkap Kondisi Terkininya",0
"Demi Putri, Ahmad Dhani Lawan Ghibah di YouTube",0
"Kabar Hoaks Jokowi Kritis di RS, Relawan Sebut Dibuat Pembenci",0
"Hoax Jokowi Dikabarkan Kritis, Begini Kabar Terakhirnya",0
"Beredar Isu Jokowi Kritis dan Dilarikan ke RS, Ini Faktanya",0
Video Warga Thailand Dilarang ke Bunker Israel Ternyata Misinformasi,0
"Awas Hoax Nomor WhatsApp Aduan Pemburu Preman, Ini yang Asli",0
"Beredar Kabar Ada Pemutihan Pinjol Resmi, OJK Pastikan Hoax!",0
"Awas Kegocek, 'Video' Jet Tempur India Vs Pakistan Ternyata Game Arma 3",0
"Diisukan Meninggal, Andre Taulany Boyong Para Sahabat Untuk Makan Bersama",0
Potret Model Only Fans Jadi Korban Hoax Disebut Pacar Baru Gerard Pique,0
Parah! Akun Twitter Palsu Centang Biru Bikin Resah,-1
Momen Hangat Wendi Cagur Saat Santap Bareng Keluarga,1
Potret Politikus PDIP yang Laporkan Hoax 'Megawati Meninggal',0
Tak Ada Jalan Berbayar di Jakarta,1
"Beredar Kabar Pemutihan Utang Pinjol 1 Mei, OJK Pastikan Hoax",0
Beredar Hoax Phuket Tenggelam karena Gempa Besar,0
"e-Money Bisa Dipakai Naik KRL, KAI Commuter Bantah Kabar di Medsos",0
Di balik film Rangga & Cinta â€“ Kenapa tak biarkan saja Gen-Z punya memorinya sendiri?,0
DPRD tolak pemakzulan Bupati Pati Sudewo,0
"Video,
Bersepeda dari Inggris ke Australia, singgah di Indonesia â€“ Menapaki jejak sang ayah 40 tahun lalu
, Durasi 3,41",0
"Petisi untuk batalkan TKA 2025 â€“ 'Persiapan tiga bulan, kami belum siap'",0
"Atap bangunan pesantren di Situbondo roboh, satu orang meninggal dan belasan terluka â€“ Kenapa berulang?",-1
Mendagri Tito Karnavian ancam berhentikan kepala daerah yang tak dukung program strategis nasional â€“ Apakah bisa demikian?,0
Elegi Suku Malind Anim di balik PSN Merauke â€“ 'Sedang dalam pemusnahan',0
Pro-kontra fotografer di ruang publik â€“ Pelanggaran privasi?,0
Purbaya hendak terbitkan aturan berantas pakaian bekas impor â€“ Kenapa produk ilegal itu sulit ditangani?,1
"Prabowo siap kirim pasukan perdamaian ke Gaza, Netanyahu berkata 'Israel yang menentukan'",0
"Disekap, disetrum, dan dipukul hingga babak belur: Pengakuan WNI yang menyelamatkan diri dari perusahaan scam di Kamboja",-1
"Pasukan internasional tidak akan mau menegakkan perdamaian di Gaza, kata Raja Yordania",0
Kontradiksi gelar pahlawan nasional untuk Marsinah dan Soeharto â€“ 'Ini manipulasi politik dan sejarah yang luar biasa',-1
Bahasa Portugis masuk sekolah â€“ 'Pengajar di Indonesia tidak sampai lima orang',-1
"Prabowo restui pembentukan Ditjen Pesantren di Kemenag, apa urgensinya?",0
"Tolak atlet Israel, Indonesia disanksi penyelenggara Olimpiade â€“ Bagaimana kontroversinya?",0
"Mikroplastik dalam air hujan di Jakarta â€“ 'Bukan air hujannya yang berbahaya, tapi udaranya'",-1
WNA kini bisa jadi bos BUMN â€“ Apa untung dan ruginya untuk Indonesia?,0
Kampung di Buton meminjam aksara Korea demi lestarikan bahasa Cia-Cia yang terancam punah â€“ Berhasilkah mereka?,0
Prabowo ingin Indonesia punya mobil nasional dalam tiga tahun â€“ Apa yang bisa dipelajari dari kegagalan mobil Timor dan Esemka?,0
'Sekarang sudah lega' â€“ Mengapa putusan MK jadi kabar bahagia masyarakat adat yang tinggal di hutan?,1
Kematian mahasiswa Timothy Anugerah dan dugaan perundungan di Universitas Udayana,-1
Indonesia pulangkan dua warga UK terpidana mati dan seumur hidup kasus narkoba â€“ Apa alasannya?,0
"Eks Kapolres Ngada divonis 19 tahun penjara, terbukti cabuli tiga anak dan unggah video di situs porno Australia",0
'Warga menjaga guru seperti darah daging mereka' â€“ Siapa sebenarnya yang membunuh guru Melani Wamea di Yahukimo?,-1
Sekolah-sekolah yang mengelola dapur mandiri di tengah ribuan kasus keracunan MBG,0
Survei kinerja Prabowo â€“ Apakah gelombang unjuk rasa diperhitungkan dan sejauh mana bias dalam klaim kepuasan publik?,0
"Bagaimana militer, pengusaha, dan partai politik menopang kekuasaan Prabowo Subianto?",0
"Setahun pemerintahan Prabowo â€“ Citra 'kakek gemoy' berakhir, karakter militeristis kembali tampil",0
Dilema pembangunan di Mandalika â€“ Haruskah pariwisata Lombok meniru Bali?,0
